"title","date_posted","position","location","url","District","posting_id","Archive_Date"
"Substitute Teacher","2024-07-03","Substitute/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","fallback
park county school district 1
https://www.applitrack.com/park1/onlineapp/default.aspx?all=1
substitute teacher
district-wide k-12
2024-07-03","2026-08-21"
"Substitute Custodian","2024-07-03","Substitute Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","fallback
park county school district 1
https://www.applitrack.com/park1/onlineapp/default.aspx?all=1
substitute custodian
district-wide k-12
2024-07-03","2026-08-21"
"Substitute Para-Educator","2024-07-03","Substitute Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","fallback
park county school district 1
https://www.applitrack.com/park1/onlineapp/default.aspx?all=1
substitute para-educator
district-wide k-12
2024-07-03","2026-08-21"
"Substitute Bus Driver","2021-09-27","Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","fallback
park county school district 1
https://www.applitrack.com/park1/onlineapp/default.aspx?all=1
substitute bus driver
transportation department
2021-09-27","2026-08-21"
"Bus Route Driver - Clark Elementary School - Clark, WY","2026-06-17","Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","fallback
park county school district 1
https://www.applitrack.com/park1/onlineapp/default.aspx?all=1
bus route driver - clark elementary school - clark, wy
transportation department
2026-06-17","2026-08-21"
"Route Bus Driver","2026-06-17","Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","fallback
park county school district 1
https://www.applitrack.com/park1/onlineapp/default.aspx?all=1
route bus driver
transportation department
2026-06-17","2026-08-21"
"Assistant Girls Volleyball Coach (6) Positions","2026-06-01","Athletics/Activities/","Cody High School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
assistant girls volleyball coach (6) positions
cody high school
2026-06-01","2026-08-21"
"Middle School Volleyball Coach","2026-07-28","Athletics/Activities/","Cody Middle School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
middle school volleyball coach
cody middle school
2026-07-28","2026-08-21"
"High School Assistant Football Coach","2026-07-28","Athletics/Activities/","Cody High School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
high school assistant football coach
cody high school
2026-07-28","2026-08-21"
"Middle School Assistant Football Coach","2026-07-28","Athletics/Activities/","Cody Middle School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
middle school assistant football coach
cody middle school
2026-07-28","2026-08-21"
"Assistant Drama Coach","2026-08-11","Athletics/Activities/","Cody High School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
assistant drama coach
cody high school
2026-08-11","2026-08-21"
"Fourth Grade Classroom Teacher",NA,"Elementary School Teaching","08/17/2026","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
fourth grade classroom teacher
08/17/2026
<missing>","2026-08-21"
"School Nutrition Assistant (Part Time)","2026-07-21","Food Services/","Sunset Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
school nutrition assistant (part time)
sunset elementary school
2026-07-21","2026-08-21"
"Head Custodian","2026-08-18","Maintenance/Custodial/","Sunset Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
head custodian
sunset elementary school
2026-08-18","2026-08-21"
"Custodian","2026-04-10","Maintenance/Custodial/","Cody High School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
custodian
cody high school
2026-04-10","2026-08-21"
"ASD Special Education Teacher","2026-05-27","Student Support Services/","Livingston Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
asd special education teacher
livingston elementary school
2026-05-27","2026-08-21"
"ASD Special Education Teacher","2026-03-27","Student Support Services/","Cody Middle School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
asd special education teacher
cody middle school
2026-03-27","2026-08-21"
"Elementary Special Education Resource Teacher","2026-02-06","Student Support Services/","Eastside Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
elementary special education resource teacher
eastside elementary school
2026-02-06","2026-08-21"
"Substitute Paraeducator (Aide) 2026-2027 School Year","2026-07-13","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
substitute paraeducator (aide) 2026-2027 school year
all schools
2026-07-13","2026-08-21"
"Substitute Nurse 2026-2027 School Year","2026-07-13","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
substitute nurse 2026-2027 school year
all schools
2026-07-13","2026-08-21"
"Substitute Custodian 2026-2027 School Year","2026-07-08","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
substitute custodian 2026-2027 school year
all schools
2026-07-08","2026-08-21"
"Substitute Teacher 2026-2027 School Year","2026-07-13","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
substitute teacher 2026-2027 school year
all schools
2026-07-13","2026-08-21"
"Special Education Behavior Paraeducator","2026-07-16","Support Staff/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
special education behavior paraeducator
all schools
2026-07-16","2026-08-21"
"Special Education Life Skills Paraeducator","2026-07-16","Support Staff/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
special education life skills paraeducator
all schools
2026-07-16","2026-08-21"
"Special Education Resource Paraeducator","2026-07-16","Support Staff/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
special education resource paraeducator
all schools
2026-07-16","2026-08-21"
"Kinderboost Elementary Para Educator (Part Time)","2026-07-28","Support Staff/","District Office","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
kinderboost elementary para educator (part time)
district office
2026-07-28","2026-08-21"
"Permanent Support Specialist - Special Education","2026-07-28","Support Staff/","District Wide","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
permanent support specialist - special education
district wide
2026-07-28","2026-08-21"
"Bus Aide",NA,"Transportation","08/17/2026","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
bus aide
08/17/2026
<missing>","2026-08-21"
"Route Driver",NA,"Transportation","08/17/2026","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
route driver
08/17/2026
<missing>","2026-08-21"
"Crossing Guard","2026-07-16","Transportation/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","fallback
park county school district 6
https://www.applitrack.com/park6/onlineapp/default.aspx?all=1
crossing guard
all schools
2026-07-16","2026-08-21"
"BHHS/BHMS Paraprofessional-Library","2026-08-13","Support Staff/","Big Horn High School and Middle School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
bhhs/bhms paraprofessional-library
big horn high school and middle school
2026-08-13","2026-08-21"
"BHE Reading Paraprofessional - Long-Term Substitute","2026-08-19","Support Staff/","Big Horn Elementary","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
bhe reading paraprofessional - long-term substitute
big horn elementary
2026-08-19","2026-08-21"
"TRMS Assistant Volleyball Coach","2026-02-04","Athletics/Activities/","Tongue River Middle School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
trms assistant volleyball coach
tongue river middle school
2026-02-04","2026-08-21"
"TRHS Assistant Boys Basketball Coach","2026-05-05","Athletics/Activities/","Tongue River High School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
trhs assistant boys basketball coach
tongue river high school
2026-05-05","2026-08-21"
"TRMS Assistant Wrestling Coach","2026-06-29","Athletics/Activities/","Tongue River Middle School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
trms assistant wrestling coach
tongue river middle school
2026-06-29","2026-08-21"
"Bus Driver","2025-04-01","Transportation/","District-Wide","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
bus driver
district-wide
2025-04-01","2026-08-21"
"TRMS Assistant Girls Basketball Coach","2025-05-20","Athletics/Activities/","Tongue River Middle School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
trms assistant girls basketball coach
tongue river middle school
2025-05-20","2026-08-21"
"TRHS Assistant Track Coach","2025-06-03","Athletics/Activities/","Tongue River High School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
trhs assistant track coach
tongue river high school
2025-06-03","2026-08-21"
"TRMS Assistant Robotics Coach","2025-08-12","Athletics/Activities/","Tongue River Middle School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
trms assistant robotics coach
tongue river middle school
2025-08-12","2026-08-21"
"Substitute - Support Staff","2018-07-03","Substitute/","District-Wide","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
substitute - support staff
district-wide
2018-07-03","2026-08-21"
"Substitute - Teacher","2018-07-09","Substitute/","District-Wide","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","fallback
sheridan county school district 1
https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1
substitute - teacher
district-wide
2018-07-09","2026-08-21"
"Spring Musical Director - Sheridan High School",NA,"Activities",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
spring musical director - sheridan high school
<missing>
<missing>","2026-08-21"
"Highland Park Office Paraprofessional",NA,"Administrative/Clerical",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
highland park office paraprofessional
<missing>
<missing>","2026-08-21"
"After School Program Site Coordinator - Highland Park Elementary","2026-05-12","After School Program/","Highland Park","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
after school program site coordinator - highland park elementary
highland park
2026-05-12","2026-08-21"
"Sheridan High School Assistant Girls Soccer Coach",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
sheridan high school assistant girls soccer coach
<missing>
<missing>","2026-08-21"
"SHS Assistant Softball Coach",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
shs assistant softball coach
<missing>
<missing>","2026-08-21"
"Assistant Indoor/Outdoor Track- Throws Coach",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
assistant indoor/outdoor track- throws coach
<missing>
<missing>","2026-08-21"
"Assistant Football Coach 8th Grade - Sheridan Junior High School",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
assistant football coach 8th grade - sheridan junior high school
<missing>
<missing>","2026-08-21"
"Assistant Basketball Coach - 9th Grade B Team - Sheridan High School",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
assistant basketball coach - 9th grade b team - sheridan high school
<missing>
<missing>","2026-08-21"
"Assistant Wrestling Coach - Sheridan Junior High School",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
assistant wrestling coach - sheridan junior high school
<missing>
<missing>","2026-08-21"
"Girls Assistant Volleyball Coach - 7th Grade B Team - Sheridan Junior High School",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
girls assistant volleyball coach - 7th grade b team - sheridan junior high school
<missing>
<missing>","2026-08-21"
"Girls Basketball Coach - 7th Grade C Team - Sheridan Junior High School",NA,"Athletic Coaches",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
girls basketball coach - 7th grade c team - sheridan junior high school
<missing>
<missing>","2026-08-21"
"Head Football Coach - 7th Grade Boys - Sheridan Junior High School","2026-01-29","Athletic Coaches/","Sheridan Junior High School","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
head football coach - 7th grade boys - sheridan junior high school
sheridan junior high school
2026-01-29","2026-08-21"
"Head Basketball Coach - Boys 7th Grade - Sheridan Junior High School","2026-04-21","Athletic Coaches/","Sheridan Junior High School","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
head basketball coach - boys 7th grade - sheridan junior high school
sheridan junior high school
2026-04-21","2026-08-21"
"Head 8th Grade Football Coach - Sheridan Junior High School","2026-05-06","Athletic Coaches/","Sheridan Junior High School","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
head 8th grade football coach - sheridan junior high school
sheridan junior high school
2026-05-06","2026-08-21"
"High School English Classroom Teacher","2026-08-03","High School Teaching/","Sheridan High School","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
high school english classroom teacher
sheridan high school
2026-08-03","2026-08-21"
"Paraprofessional - Special Education",NA,"Paraprofessionals",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
paraprofessional - special education
<missing>
<missing>","2026-08-21"
"Title 1 Paraprofessional - Henry A. Coffeen Elementary",NA,"Paraprofessionals",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
title 1 paraprofessional - henry a. coffeen elementary
<missing>
<missing>","2026-08-21"
"Substitute Teacher (for prior SCSD2 Teachers only)","2026-07-17","Prior Employee/","District Wide","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute teacher (for prior scsd2 teachers only)
district wide
2026-07-17","2026-08-21"
"Seasonal Bus Mechanic",NA,"Seasonal Staff",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
seasonal bus mechanic
<missing>
<missing>","2026-08-21"
"Substitute Custodian - Districtwide",NA,"Substitutes",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute custodian - districtwide
<missing>
<missing>","2026-08-21"
"Substitute Bus Paraprofessional - Districtwide",NA,"Substitutes",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute bus paraprofessional - districtwide
<missing>
<missing>","2026-08-21"
"Substitute Paraprofessional - Districtwide",NA,"Substitutes",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute paraprofessional - districtwide
<missing>
<missing>","2026-08-21"
"Substitute School Nurse - Districtwide",NA,"Substitutes",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute school nurse - districtwide
<missing>
<missing>","2026-08-21"
"Substitute Teacher - Districtwide","2026-07-17","Substitutes/","District Wide","https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute teacher - districtwide
district wide
2026-07-17","2026-08-21"
"Bus Driver - Districtwide",NA,"Transportation Staff",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
bus driver - districtwide
<missing>
<missing>","2026-08-21"
"Substitute Bus Driver",NA,"Transportation Staff",NA,"https://www.applitrack.com/scsd2/OnlineApp/default.aspx?all=1","Sheridan County School District 2","fallback
sheridan county school district 2
https://www.applitrack.com/scsd2/onlineapp/default.aspx?all=1
substitute bus driver
<missing>
<missing>","2026-08-21"
"RSHS Head Activity Sponsor - FBLA","2026-07-02","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs head activity sponsor - fbla
rock springs high school
2026-07-02","2026-08-21"
"RSHS Assistant Coach - Boys Swim","2026-06-24","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs assistant coach - boys swim
rock springs high school
2026-06-24","2026-08-21"
"RSHS Assistant Coach - Girls Swim","2026-06-24","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs assistant coach - girls swim
rock springs high school
2026-06-24","2026-08-21"
"RSHS Assistant Girls Basketball Coach - Freshman","2026-07-21","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs assistant girls basketball coach - freshman
rock springs high school
2026-07-21","2026-08-21"
"RSHS Assistant Indoor Track Coach (3)","2026-03-10","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs assistant indoor track coach (3)
rock springs high school
2026-03-10","2026-08-21"
"RSHS Assistant Boys Basketball Coach - (2)","2026-03-19","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs assistant boys basketball coach - (2)
rock springs high school
2026-03-19","2026-08-21"
"Farson/Eden MS Boys Assistant Basketball Coach","2026-04-21","Athletics/Activities/","Farson-Eden Middle School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
farson/eden ms boys assistant basketball coach
farson-eden middle school
2026-04-21","2026-08-21"
"RSJH Assistant Coach - Track and Field","2026-04-28","Athletics/Activities/","Rock Springs Junior High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rsjh assistant coach - track and field
rock springs junior high school
2026-04-28","2026-08-21"
"RSHS Assistant Outdoor Track Coach (2)","2026-05-12","Athletics/Activities/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rshs assistant outdoor track coach (2)
rock springs high school
2026-05-12","2026-08-21"
"RSJH Assistant Coach - Swim","2026-06-01","Athletics/Activities/","Rock Springs Junior High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
rsjh assistant coach - swim
rock springs junior high school
2026-06-01","2026-08-21"
"In-House General Counsel","2026-07-21","Certified Administrator/","Superintendent Office","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
in-house general counsel
superintendent office
2026-07-21","2026-08-21"
"Instructional Assistant (6)","2026-08-03","Certified Staff/","Central Administration","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
instructional assistant (6)
central administration
2026-08-03","2026-08-21"
"EL Teacher","2026-05-13","Certified Staff/","Eastside Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
el teacher
eastside elementary
2026-05-13","2026-08-21"
"EL Teacher - Desert View / Overland","2026-07-28","Certified Staff/","Desert View Elementary","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
el teacher - desert view / overland
desert view elementary
2026-07-28","2026-08-21"
"Industrial Arts - Welding","2026-05-04","Certified Staff/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
industrial arts - welding
rock springs high school
2026-05-04","2026-08-21"
"Literacy Interventionist","2026-07-22","Certified Staff/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
literacy interventionist
rock springs high school
2026-07-22","2026-08-21"
"Library Media Specialist K-3 (Stagecoach and Wamsutter)","2025-11-03","Certified Staff/","District Wide","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
library media specialist k-3 (stagecoach and wamsutter)
district wide
2025-11-03","2026-08-21"
"Math Teacher","2026-07-31","Certified Staff/","Rock Springs High School","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
math teacher
rock springs high school
2026-07-31","2026-08-21"
"Music Teacher 4-6 (2)","2025-11-06","Certified Staff/","District Wide","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
music teacher 4-6 (2)
district wide
2025-11-06","2026-08-21"
"Music Teacher K-3 (2)","2025-11-06","Certified Staff/","District Wide","https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1","Sweetwater County School District 1","fallback
sweetwater county school district 1
https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1
music teacher k-3 (2)
district wide
2025-11-06","2026-08-21"
